1.2D2D2D|0|
1.E687BE|61+18|
1.E687BF|61+18|
1.E68880|61+19|
1.E68881|61+19|
1.E68882|61+19|
1.E68883|61+20|
1.E68884|61+20|
1.E68885|61+21|
1.E68886|61+21|
1.E68887|61+24|
1.E68888|62|
1.E68889|62+1|
1.E6888A|62+1|
1.E6888B|62+1|
1.E6888C|62+2|
1.E6888D|62+2|
1.E6888E|62+2|
1.E6888F|62+2|
1.E68890|62+2|
1.E68891|62+3|
1.E68892|62+3|
1.E68893|62+3|
1.E68894|62+4|
1.E68895|62+4|
1.E68896|62+4|
1.E68897|62+4|
1.E68898|62+5|
1.E68899|62+6|
1.E6889A|62+7|
1.E6889B|62+7|
1.E6889C|62+7|
1.E6889D|62+7|
1.E6889E|62+8|
1.E6889F|62+8|
1.E688A0|62+9|
1.E688A1|62+9|
1.E688A2|62+9|
1.E688A3|62+9|
1.E688A4|62+9|
1.E688A5|62+9|
1.E688A6|62+9|
1.E688A7|62+10|
1.E688A8|62+10|
1.E688A9|62+10|
1.E688AA|62+10|
1.E688AB|62+10|
1.E688AC|62+10|
1.E688AD|62+11|
1.E688AE|62+11|
1.E688AF|62+11|
1.E688B0|62+12|
1.E688B1|62+11|
1.E688B2|62+13|
1.E688B3|62+14|
1.E688B4|62+11|
1.E688B4|62+14|
1.E688B5|62+18|
1.E688B6|63|
1.E688B7|63+0|
1.E688B8|63+0|
1.E688B9|63+1|
1.E688BA|63+3|
1.E688BB|63+3|
1.E688BC|63+3|
1.E688BD|63+4|
1.E688BE|63+4|
1.E688BF|63+4|
1.E68980|63+4|
1.E68981|63+5|
1.E68982|63+5|
1.E68983|63+5|
1.E68984|63+6|
1.E68985|63+6|
1.E68986|63+6|
1.E68987|63+6|
1.E68988|63+7|
1.E68989|63+8|
1.E6898A|63+8|
1.E6898B|64|
1.E6898C|64+0|
1.E6898D|64+0|
1.E6898E|64+1|
1.E6898F|64+2|
1.E68990|64+2|
1.E68991|64+2|
1.E68992|64+2|
1.E68993|64+2|
1.E68994|64+2|
1.E68995|64+2|
1.E68996|64+2|
1.E68997|64+3|
1.E68998|64+3|
1.E68999|64+3|
1.E6899A|64+3|
1.E6899B|64+3|
1.E6899C|64+3|
1.E6899D|64+3|
1.E6899E|64+3|
1.E6899F|64+3|
1.E689A0|64+3|
1.E689A1|64+3|
1.E689A2|64+3|
1.E689A3|64+3|
1.E689A4|64+3|
1.E689A5|64+3|
1.E689A6|64+3|
1.E689A7|64+3|
1.E689A8|64+3|
1.E689A9|64+3|
1.E689AA|64+3|
1.E689AB|64+3|
1.E689AC|64+3|
1.E689AD|64+4|
1.E689AE|64+4|
1.E689AF|64+4|
1.E689B0|64+4|
1.E689B1|64+4|
1.E689B2|64+4|
1.E689B3|64+4|
1.E689B4|64+4|
1.E689B5|64+4|
1.E689B6|64+4|
1.E689B7|64+4|
1.E689B8|64+4|
1.E689B9|64+4|
1.E689BA|64+4|
1.E689BB|64+4|
1.E689BC|64+4|
1.E689BD|64+4|
1.E689BE|64+4|
1.E689BF|64+4|
1.E68A80|64+4|
1.E68A81|64+4|
1.E68A82|64+4|
1.E68A83|64+4|
1.E68A84|64+4|
1.E68A85|64+4|
1.E68A86|64+4|
1.E68A87|64+4|
1.E68A88|64+4|
1.E68A89|64+4|
1.E68A8A|64+4|
1.E68A8B|64+4|
1.E68A8C|64+4|
1.E68A8D|64+4|
1.E68A8E|64+4|
1.E68A8F|64+4|
1.E68A90|64+4|
1.E68A91|64+4|
1.E68A92|64+4|
1.E68A93|64+4|
1.E68A94|64+4|
1.E68A95|64+4|
1.E68A96|64+4|
1.E68A97|64+4|
1.E68A98|64+4|
1.E68A99|64+4|
1.E68A9A|64+4|
1.E68A9B|64+4|
1.E68A9C|64+4|
1.E68A9D|64+4|
1.E68A9E|64+5|
1.E68A9F|64+5|
1.E68AA0|64+5|
1.E68AA1|64+5|
1.E68AA2|64+5|
1.E68AA3|64+5|
1.E68AA4|64+5|
1.E68AA5|64+5|
1.E68AA6|64+5|
1.E68AA7|64+5|
1.E68AA8|64+5|
1.E68AA9|64+5|
1.E68AAA|64+5|
1.E68AAB|64+5|
1.E68AAC|64+5|
1.E68AAD|64+5|
1.E68AAE|64+5|
1.E68AAF|64+5|
1.E68AB0|64+5|
1.E68AB1|64+5|
1.E68AB2|64+11|
1.E68AB3|64+5|
1.E68AB4|64+5|
1.E68AB5|64+5|
1.E68AB6|64+5|
1.E68AB7|64+5|
1.E68AB8|64+5|
1.E68AB9|64+5|
1.E68ABA|64+5|
1.E68ABB|64+5|
1.E68ABC|64+5|
1.E68ABD|64+5|
1.E68ABE|64+5|
1.E68ABF|64+5|
1.E68B80|64+5|
1.E68B81|64+5|
1.E68B82|64+5|
1.E68B83|64+5|
1.E68B84|64+5|
1.E68B85|64+5|
1.E68B86|64+5|
1.E68B87|64+5|
1.E68B88|64+5|
1.E68B89|64+5|
1.E68B8A|64+5|
1.E68B8B|64+5|
1.E68B8C|64+5|
1.E68B8D|64+5|
1.E68B8E|64+5|
1.E68B8F|64+5|
1.E68B90|64+5|
1.E68B91|64+5|
1.E68B92|64+5|
1.E68B93|64+5|
1.E68B94|64+5|
1.E68B95|64+5|
1.E68B96|64+5|
1.E68B97|64+5|
1.E68B98|64+5|
1.E68B99|64+5|
1.E68B9A|64+5|
1.E68B9B|64+5|
1.E68B9C|64+5|
1.E68B9D|64+5|
1.E68B9E|64+5|
1.E68B9F|64+5|
1.E68BA0|64+5|
1.E68BA1|64+5|
1.E68BA2|64+5|
1.E68BA3|64+5|
1.E68BA4|64+5|
1.E68BA5|64+5|
1.E68BA6|64+5|
1.E68BA7|64+5|
1.E68BA8|64+5|
1.E68BA9|64+5|
1.E68BAA|64+6|
1.E68BAB|64+6|
1.E68BAC|64+6|
1.E68BAD|64+6|
1.E68BAE|64+6|
1.E68BAF|64+6|
1.E68BB0|64+6|
1.E68BB1|64+6|
1.E68BB2|64+6|
1.E68BB3|64+6|
1.E68BB4|64+6|
1.E68BB5|64+6|
1.E68BB6|64+6|
1.E68BB7|64+6|
1.E68BB8|64+6|
1.E68BB9|64+6|
1.E68BBA|64+6|
1.E68BBB|64+6|
1.E68BBC|64+6|
1.E68BBD|64+6|
1.E68BBE|64+6|
1.E68BBF|64+6|
1.E68C80|64+6|
1.E68C81|64+6|
1.E68C82|64+6|
1.E68C83|64+6|
1.E68C84|64+6|
1.E68C85|64+6|
1.E68C86|64+6|
1.E68C87|64+6|
1.E68C88|64+6|
1.E68C89|64+6|
1.E68C8A|64+6|
1.E68C8B|64+6|
1.E68C8C|64+6|
1.E68C8D|64+6|
1.E68C8E|64+6|
1.E68C8F|64+6|
1.E68C90|64+6|
1.E68C91|64+6|
1.E68C92|64+6|
1.E68C93|64+6|
1.E68C94|64+6|
1.E68C95|64+6|
1.E68C96|64+6|
1.E68C97|64+6|
1.E68C98|64+6|
1.E68C99|64+6|
1.E68C9A|64+6|
1.E68C9B|64+6|
1.E68C9C|64+6|
1.E68C9D|64+6|
1.E68C9E|64+6|
1.E68C9F|64+6|
1.E68CA0|64+6|
1.E68CA1|64+6|
1.E68CA2|64+6|
1.E68CA3|64+6|
1.E68CA4|64+6|
1.E68CA5|64+6|
1.E68CA6|64+6|
1.E68CA7|64+6|
1.E68CA8|64+7|
1.E68CA9|64+7|
1.E68CAA|64+7|
1.E68CAB|64+7|
1.E68CAC|64+7|
1.E68CAD|64+7|
1.E68CAE|64+7|
1.E68CAF|64+7|
1.E68CB0|64+7|
1.E68CB1|64+7|
1.E68CB2|64+7|
1.E68CB3|64+7|
1.E68CB4|64+7|
1.E68CB5|64+7|
1.E68CB6|64+7|
1.E68CB7|64+7|
1.E68CB8|64+7|
1.E68CB9|64+7|
1.E68CBA|64+7|
1.E68CBB|64+7|
1.E68CBC|64+7|
1.E68CBD|64+7|
1.E68CBE|64+7|
1.E68CBF|64+7|
1.E68D80|64+7|
1.E68D81|64+7|
1.E68D82|64+7|
1.E68D83|64+7|
1.E68D84|64+7|
1.E68D85|64+7|
1.E68D86|64+7|
1.E68D87|64+7|
1.E68D88|64+7|
1.E68D89|64+7|
1.E68D8A|64+7|
1.E68D8B|64+7|
1.E68D8C|64+7|
1.E68D8D|64+7|
1.E68D8E|64+7|
1.E68D8F|64+7|
1.E68D90|64+7|
1.E68D91|64+7|
1.E68D92|64+7|
1.E68D93|64+7|
1.E68D94|64+7|
1.E68D95|64+7|
1.E68D96|64+7|
1.E68D97|64+8|
1.E68D98|64+7|
1.E68D99|64+7|
1.E68D9A|64+7|
1.E68D9B|64+7|
1.E68D9C|64+7|
1.E68D9D|64+7|
1.E68D9E|64+7|
1.E68D9F|64+7|
1.E68DA0|64+7|
1.E68DA1|64+7|
1.E68DA2|64+7|
1.E68DA3|64+7|
1.E68DA4|64+7|
1.E68DA5|64+8|
1.E68DA6|64+8|
1.E68DA7|64+8|
1.E68DA8|64+8|
1.E68DA9|64+8|
1.E68DAA|64+8|
1.E68DAB|64+8|
1.E68DAC|64+8|
1.E68DAD|64+8|
1.E68DAE|64+8|
1.E68DAF|64+8|
1.E68DB0|64+8|
1.E68DB1|64+8|
1.E68DB2|64+9|
1.E68DB3|64+8|
1.E68DB4|64+8|
1.E68DB5|64+8|
1.E68DB6|64+8|
1.E68DB7|64+8|
1.E68DB8|64+8|
1.E68DB9|64+8|
1.E68DBA|64+8|
1.E68DBB|64+8|
1.E68DBC|64+8|
1.E68DBD|64+8|
1.E68DBE|64+8|
1.E68DBF|64+8|
1.E68E80|64+8|
1.E68E81|64+8|
1.E68E82|64+8|
1.E68E83|64+8|
1.E68E84|64+8|
1.E68E85|64+8|
1.E68E86|64+8|
1.E68E87|64+8|
1.E68E88|64+8|
1.E68E89|64+8|
1.E68E8A|64+8|
1.E68E8B|64+8|
1.E68E8C|64+8|
1.E68E8D|64+8|
1.E68E8E|64+8|
1.E68E8F|64+8|
1.E68E90|64+8|
1.E68E91|64+8|
1.E68E92|64+8|
1.E68E93|64+8|
1.E68E94|64+8|
1.E68E95|64+8|
1.E68E96|64+8|
1.E68E97|64+8|
1.E68E98|64+8|
1.E68E99|64+8|
1.E68E9A|64+8|
1.E68E9B|64+8|
1.E68E9C|64+8|
1.E68E9D|64+8|
1.E68E9E|64+8|
1.E68E9F|64+8|
1.E68EA0|64+8|
1.E68EA1|64+8|
1.E68EA2|64+8|
1.E68EA3|64+8|
1.E68EA4|64+8|
1.E68EA5|64+8|
1.E68EA6|64+8|
1.E68EA7|64+8|
1.E68EA8|64+8|
1.E68EA9|64+8|
1.E68EAA|64+8|
1.E68EAB|64+8|
1.E68EAC|64+8|
1.E68EAD|64+8|
1.E68EAE|64+8|
1.E68EAF|64+8|
1.E68EB0|64+8|
1.E68EB1|64+8|
1.E68EB2|64+8|
1.E68EB3|64+8|
1.E68EB4|64+8|
1.E68EB5|64+8|
1.E68EB6|64+8|
1.E68EB7|64+8|
1.E68EB8|64+8|
1.E68EB9|64+8|
1.E68EBA|64+8|
1.E68EBB|64+10|
1.E68EBC|64+8|
1.E68EBD|64+8|
1.E68EBE|64+9|
1.E68EBF|64+9|
1.E68F80|64+9|
1.E68F81|64+9|
1.E68F82|64+9|
1.E68F83|64+9|
1.E68F84|64+9|
1.E68F85|64+9|
1.E68F86|64+9|
1.E68F87|64+9|
1.E68F88|64+9|
1.E68F89|64+9|
1.E68F8A|64+9|
1.E68F8B|64+9|
1.E68F8C|64+9|
1.E68F8D|64+9|
1.E68F8E|64+9|
1.E68F8F|64+9|
1.E68F90|64+9|
1.E68F91|64+9|
1.E68F92|64+9|
1.E68F93|64+9|
1.E68F94|64+9|
1.E68F95|64+9|
1.E68F96|64+9|
1.E68F97|64+9|
1.E68F98|64+9|
1.E68F99|64+9|
1.E68F9A|64+9|
1.E68F9B|64+9|
1.E68F9C|64+9|
1.E68F9D|64+9|
1.E68F9E|64+9|
1.E68F9F|64+9|
1.E68FA0|64+9|
1.E68FA1|64+9|
1.E68FA2|64+9|
1.E68FA3|64+9|
1.E68FA4|64+9|
1.E68FA5|64+9|
1.E68FA6|64+9|
1.E68FA7|64+9|
1.E68FA8|64+9|
1.E68FA9|64+9|
1.E68FAA|64+9|
1.E68FAB|64+9|
1.E68FAC|64+9|
1.E68FAD|64+9|
1.E68FAE|64+9|
1.E68FAF|64+9|
1.E68FB0|64+9|
1.E68FB1|64+9|
1.E68FB2|64+9|
1.E68FB3|64+9|
1.E68FB4|64+9|
1.E68FB5|64+9|
1.E68FB6|64+9|
1.E68FB7|64+9|
1.E68FB8|64+9|
1.E68FB9|64+9|
1.E68FBA|64+9|
1.E68FBB|64+9|
1.E68FBC|64+9|
1.E68FBD|64+9|
1.E68FBE|64+9|
1.E68FBF|64+9|
1.E69080|64+9|
1.E69081|64+9|
1.E69082|64+9|
1.E69083|64+9|
1.E69084|64+9|
1.E69085|64+9|
1.E69086|64+10|
1.E69087|64+10|
1.E69088|64+10|
1.E69089|64+10|
1.E6908A|64+10|
1.E6908B|64+10|
1.E6908C|64+10|
1.E6908D|64+10|
1.E6908E|64+10|
1.E6908F|64+10|
1.E69090|64+10|
1.E69091|64+10|
1.E69092|64+10|
1.E69093|64+10|
1.E69094|64+10|
1.E69095|64+10|
1.E69096|64+10|
1.E69097|64+10|
1.E69098|64+10|
1.E69099|64+10|
1.E6909A|64+10|
1.E6909B|64+10|
1.E6909C|64+10|
1.E6909D|64+10|
1.E6909E|64+10|
1.E6909F|64+10|
1.E690A0|64+10|
1.E690A1|64+10|
1.E690A2|64+10|
1.E690A3|64+10|
1.E690A4|64+10|
1.E690A5|64+10|
1.E690A6|64+10|
1.E690A7|64+10|
1.E690A8|64+10|
1.E690A9|64+10|
1.E690AA|64+10|
1.E690AB|64+10|
1.E690AC|64+10|
1.E690AD|64+10|
1.E690AE|64+10|
1.E690AF|64+10|
1.E690B0|64+10|
1.E690B1|64+10|
1.E690B2|64+10|
1.E690B3|64+10|
1.E690B4|64+10|
1.E690B5|64+10|
1.E690B6|64+10|
1.E690B7|64+10|
1.E690B8|64+10|
1.E690B9|64+10|
1.E690BA|64+10|
1.E690BB|64+10|
1.E690BC|64+10|
1.E690BD|64+10|
1.E690BE|64+10|
1.E690BF|64+10|
1.E69180|64+10|
1.E69181|64+10|
1.E69182|64+10|
1.E69183|64+10|
1.E69184|64+10|
1.E69185|64+10|
1.E69186|64+10|
1.E69187|64+10|
1.E69188|64+10|
1.E69189|64+10|
1.E6918A|64+10|
1.E6918B|64+11|
1.E6918C|64+11|
1.E6918D|64+11|
1.E6918E|64+11|
1.E6918F|64+11|
1.E69190|64+11|
1.E69191|64+11|
1.E69192|64+11|
1.E69193|64+11|
1.E69194|64+11|
1.E69195|64+11|
1.E69196|64+11|
1.E69197|64+11|
1.E69198|64+11|
1.E69199|64+11|
1.E6919A|64+11|
1.E6919B|64+11|
1.E6919C|64+11|
1.E6919D|64+11|
1.E6919E|64+11|
1.E6919F|64+11|
1.E691A0|64+11|
1.E691A1|64+11|
1.E691A2|64+11|
1.E691A3|64+11|
1.E691A4|64+11|
1.E691A5|64+11|
1.E691A6|64+11|
1.E691A7|64+11|
1.E691A8|64+11|
1.E691A9|64+11|
1.E691AA|64+11|
1.E691AB|64+11|
1.E691AC|64+11|
1.E691AD|64+11|
1.E691AE|64+11|
1.E691AF|64+11|
1.E691B0|64+11|
1.E691B1|64+11|
1.E691B2|64+11|
1.E691B3|64+11|
1.E691B4|64+11|
1.E691B5|64+11|
1.E691B6|64+11|
1.E691B7|64+11|
1.E691B8|64+10|
1.E691B9|64+11|
1.E691BA|64+11|
1.E691BB|64+11|
1.E691BC|64+11|
1.E691BD|64+11|
1.E691BE|64+11|
1.E691BF|64+11|
1.E69280|64+11|
1.E69281|64+11|
1.E69282|64+11|
1.E69283|64+11|
1.E69284|64+11|
1.E69285|64+12|
1.E69286|64+12|
1.E69287|64+12|
1.E69288|64+12|
1.E69289|64+12|
1.E6928A|64+12|
1.E6928B|64+12|
1.E6928C|64+12|
1.E6928D|64+12|
1.E6928E|64+12|
1.E6928F|64+12|
1.E69290|64+12|
1.E69291|64+12|
1.E69292|64+12|
1.E69293|64+12|
1.E69294|64+12|
1.E69295|64+12|
1.E69296|64+12|
1.E69297|64+12|
1.E69298|64+12|
1.E69299|64+12|
1.E6929A|64+12|
1.E6929B|64+12|
1.E6929C|64+12|
1.E6929D|64+12|
1.E6929E|64+12|
1.E6929F|64+12|
1.E692A0|64+12|
1.E692A1|64+12|
1.E692A2|64+12|
1.E692A3|64+12|
1.E692A4|64+12|
1.E692A5|64+12|
1.E692A6|64+12|
1.E692A7|64+12|
1.E692A8|64+12|
1.E692A9|64+12|
1.E692AA|64+12|
1.E692AB|64+12|
1.E692AC|64+12|
1.E692AD|64+12|
1.E692AE|64+12|
1.E692AF|64+12|
1.E692B0|64+12|
1.E692B1|64+12|
1.E692B2|64+12|
1.E692B3|64+12|
1.E692B4|64+12|
1.E692B5|64+12|
1.E692B6|64+12|
1.E692B7|64+12|
1.E692B8|64+12|
1.E692B9|64+12|
1.E692BA|64+12|
1.E692BB|64+13|
1.E692BC|64+13|
1.E692BD|64+13|
1.E692BE|64+13|
1.E692BF|64+13|
1.E69380|64+13|
1.E69381|64+13|
1.E69382|64+13|
1.E69383|64+13|
1.E69384|64+13|
1.E69385|64+13|
1.E69386|64+13|
1.E69387|64+13|
1.E69388|64+13|
1.E69389|64+13|
1.E6938A|64+13|
1.E6938B|64+13|
1.E6938C|64+13|
1.E6938D|64+13|
1.E6938E|64+13|
1.E6938F|64+13|
1.E69390|64+13|
1.E69391|64+13|
1.E69392|64+13|
1.E69393|64+13|
1.E69394|64+13|
1.E69395|64+13|
1.E69396|64+13|
1.E69397|64+13|
1.E69398|64+13|
1.E69399|64+13|
1.E6939A|64+13|
1.E6939B|64+13|
1.E6939C|64+13|
1.E6939D|64+13|
1.E6939E|64+13|
1.E6939F|64+14|
1.E693A0|64+14|
1.E693A1|64+14|
1.E693A2|64+14|
1.E693A3|64+14|
1.E693A4|64+14|
1.E693A5|64+14|
1.E693A6|64+14|
1.E693A7|64+14|
1.E693A8|64+14|
1.E693A9|64+14|
1.E693AA|64+14|
1.E693AB|64+14|
1.E693AC|64+14|
1.E693AD|64+14|
1.E693AE|64+14|
1.E693AF|64+14|
1.E693B0|64+14|
1.E693B1|64+14|
1.E693B2|64+15|
1.E693B3|64+15|
1.E693B4|64+15|
1.E693B5|64+15|
1.E693B6|64+15|
1.E693B7|64+15|
1.E693B8|64+15|
1.E693B9|64+15|
1.E693BA|64+15|
1.E693BB|64+15|
1.E693BC|64+15|
1.E693BD|64+15|
1.E693BE|64+15|
1.E693BF|64+15|
1.E69480|64+15|
1.E69481|64+15|
1.E69482|64+15|
1.E69483|64+15|
1.E69484|64+15|
1.E69485|64+15|
1.E69486|64+15|
1.E69487|64+16|
1.E69488|64+16|
1.E69489|64+16|
1.E6948A|64+16|
1.E6948B|64+16|
1.E6948C|64+16|
1.E6948D|64+16|
1.E6948E|64+16|
1.E6948F|64+16|
1.E69490|64+16|
1.E69491|64+17|
1.E69492|64+16|
1.E69493|64+17|
1.E69494|64+17|
1.E69495|64+17|
1.E69496|64+17|
1.E69497|64+17|
1.E69498|64+17|
1.E69499|64+17|
1.E6949A|64+17|
1.E6949B|64+18|
1.E6949C|64+18|
1.E6949D|64+18|
1.E6949E|64+19|
1.E6949F|64+19|
1.E694A0|64+19|
1.E694A1|64+19|
1.E694A2|64+19|
1.E694A3|64+19|
1.E694A4|64+19|
1.E694A5|64+20|
1.E694A6|64+19|
1.E694A7|64+19|
1.E694A8|64+20|
1.E694A9|64+20|
1.E694AA|64+20|
1.E694AB|64+20|
1.E694AC|64+21|
1.E694AD|64+21|
1.E694AE|64+22|
1.E694AF|65|
1.E694B0|19+4|
1.E694B1|65+5|
1.E694B2|65+8|
1.E694B3|65+12|
1.E694B4|66|
1.E694B5|66+0|
1.E694B6|66+2|
1.E694B7|66+2|
1.E694B8|66+3|
1.E694B9|66+3|
1.E694BA|66+3|
1.E694BB|66+3|
1.E694BC|66+3|
1.E694BD|66+4|
1.E694BE|66+4|
1.E694BF|66+5|
1.E69580|66+5|
1.E69581|66+5|
1.E69582|66+5|
1.E69583|66+5|
1.E69584|66+5|
1.E69585|66+5|
1.E69586|66+6|
1.E69587|66+6|
1.E69588|66+6|
1.E69589|66+6|
1.E6958A|66+6|
1.E6958B|66+6|
1.E6958C|66+4|
1.E6958D|66+7|
1.E6958E|66+7|
1.E6958F|66+7|
1.E69590|66+7|
1.E69591|66+7|
1.E69592|66+7|
1.E69593|66+7|
1.E69594|66+7|
1.E69595|66+7|
1.E69596|66+7|
1.E69597|66+7|
1.E69598|66+7|
1.E69599|66+7|
1.E6959A|66+7|
1.E6959B|66+7|
1.E6959C|66+8|
1.E6959D|66+8|
1.E6959E|66+8|
1.E6959F|66+8|
1.E695A0|66+8|
1.E695A1|66+8|
1.E695A2|66+8|
1.E695A3|66+8|
1.E695A4|66+8|
1.E695A5|66+8|
1.E695A6|66+8|
1.E695A7|66+8|
1.E695A8|66+8|
1.E695A9|66+8|
1.E695AA|66+8|
1.E695AB|66+9|
1.E695AC|66+9|
1.E695AD|66+9|
1.E695AE|66+9|
1.E695AF|66+9|
1.E695B0|66+9|
1.E695B1|66+10|
1.E695B2|66+10|
1.E695B3|66+10|
1.E695B4|66+12|
1.E695B5|66+11|
1.E695B6|66+11|
1.E695B7|66+11|
1.E695B8|66+11|
1.E695B9|66+11|
1.E695BA|66+11|
1.E695BB|66+11|
1.E695BC|66+12|
1.E695BD|66+12|
1.E695BE|66+12|
1.E695BF|66+12|
1.E69680|66+13|
1.E69681|66+13|
1.E69682|66+13|
1.E69683|66+14|
1.E69684|66+15|
1.E69685|66+16|
1.E69686|66+16|
1.E69687|67|
1.E69688|39+4|
1.E69689|210+0|
1.E6968A|67+6|
1.E6968B|67+6|
1.E6968C|67+8|
1.E6968D|67+7|
1.E6968E|210+3|
1.E6968F|67+7|
1.E69690|67+8|
1.E69691|67+8|
1.E69692|67+9|
1.E69693|67+12|
1.E69694|67+15|
1.E69695|67+17|
1.E69696|67+19|
1.E69697|68|
1.E69698|68+3|
1.E69699|68+6|
1.E6969A|68+6|
1.E6969B|68+6|
1.E6969C|68+7|
1.E6969D|68+8|
1.E6969E|68+9|
1.E6969F|68+9|
1.E696A0|68+10|
1.E696A1|68+10|
1.E696A2|68+12|
1.E696A3|68+13|
1.E696A4|69|
1.E696A5|69+1|
1.E696A6|69+4|
1.E696A7|69+4|
1.E696A8|69+4|
1.E696A9|69+4|
1.E696AA|69+5|
1.E696AB|69+5|
1.E696AC|69+7|
1.E696AD|69+7|
1.E696AE|69+8|
1.E696AF|69+8|
1.E696B0|69+9|
1.E696B1|69+9|
1.E696B2|69+10|
1.E696B3|69+11|
1.E696B4|69+12|
1.E696B5|69+13|
1.E696B6|69+13|
1.E696B7|69+14|
1.E696B8|69+21|
1.E696BA|70+4|
1.E696BB|70+4|
1.E696BC|70+4|
1.E696BD|70+5|
1.E696BE|70+5|
1.E696BF|70+5|
1.E69780|70+5|
1.E69781|70+6|
1.E69782|70+6|
1.E69783|70+6|
1.E69784|70+6|
1.E69785|70+6|
1.E69786|70+6|
1.E69787|70+7|
1.E69788|70+7|
1.E69789|70+7|
1.E6978A|70+6|
1.E6978B|70+7|
1.E6978C|70+7|
1.E6978D|70+7|
1.E6978E|70+7|
1.E6978F|70+7|
1.E69790|70+8|
1.E69791|70+8|
1.E69792|70+9|
1.E69793|70+9|
1.E69794|70+9|
1.E69795|70+9|
1.E69796|70+10|
1.E69797|70+10|
1.E69798|70+12|
1.E69799|70+12|
1.E6979A|70+13|
1.E6979B|70+14|
1.E6979C|70+15|
1.E6979D|70+15|
1.E6979E|70+15|
1.E6979F|70+16|
1.E697A1|71+0|
1.E697A2|71+5|
1.E697A3|71+7|
1.E697A4|71+9|
1.E697A5|72|
1.E697A6|72+1|
1.E697A7|72+1|
1.E697A8|72+3|
1.E697A9|72+2|
1.E697AA|72+2|
1.E697AB|72+2|
1.E697AC|72+2|
1.E697AD|72+2|
1.E697AE|72+2|
1.E697AF|72+2|
1.E697B0|72+4|
1.E697B1|72+4|
1.E697B2|72+4|
1.E697B3|72+4|
1.E697B4|72+4|
1.E697B5|72+4|
1.E697B6|72+4|
1.E697B7|72+4|
1.E697B8|72+4|
1.E697B9|72+4|
1.E697BA|72+4|
1.E697BB|72+4|
1.E697BC|72+4|
1.E697BD|72+4|
1.E697BE|72+4|
1.E697BF|72+4|
1.E69880|72+4|
1.E69881|72+4|
1.E69882|72+4|
1.E69883|72+4|
1.E69884|72+4|
1.E69885|72+4|
1.E69886|72+4|
1.E69887|72+4|
1.E69888|72+4|
1.E69889|72+4|
1.E6988A|72+4|
1.E6988B|72+4|
1.E6988C|72+4|
1.E6988D|72+4|
1.E6988E|72+4|
1.E6988F|72+4|
1.E69890|72+4|
1.E69891|72+4|
1.E69892|72+4|
1.E69893|72+4|
1.E69894|72+4|
1.E69895|72+4|
1.E69896|72+4|
1.E69897|72+4|
1.E69898|72+4|
1.E69899|72+4|
1.E6989A|72+5|
1.E6989B|72+5|
1.E6989C|72+5|
1.E6989D|72+5|
1.E6989E|72+5|
1.E6989F|72+5|
1.E698A0|72+5|
1.E698A1|72+5|
1.E698A2|72+5|
1.E698A3|72+5|
1.E698A4|72+5|
1.E698A5|72+5|
1.E698A6|72+5|
1.E698A7|72+5|
1.E698A8|72+5|
1.E698A9|72+5|
1.E698AA|72+5|
1.E698AB|72+5|
1.E698AC|72+5|
1.E698AD|72+5|
1.E698AE|72+5|
1.E698AF|72+5|
1.E698B0|72+5|
1.E698B1|72+5|
1.E698B2|72+5|
1.E698B3|72+5|
1.E698B4|72+5|
1.E698B5|72+5|
1.E698B6|72+5|
1.E698B7|72+5|
1.E698B8|72+5|
1.E698B9|72+5|
1.E698BA|72+5|
1.E698BB|72+5|
1.E698BC|72+5|
1.E698BD|72+5|
1.E698BE|72+5|
1.E698BF|72+5|
1.E69980|72+6|
1.E69981|72+6|
1.E69982|72+6|
1.E69983|72+6|
1.E69984|72+6|
1.E69985|72+6|
1.E69986|72+6|
1.E69987|72+6|
1.E69988|72+6|
1.E69989|72+6|
1.E6998A|72+6|
1.E6998B|72+6|
1.E6998C|72+6|
1.E6998D|72+6|
1.E6998E|72+6|
1.E6998F|72+6|
1.E69990|72+6|
1.E69991|72+6|
1.E69992|72+6|
1.E69993|72+6|
1.E69994|72+6|
1.E69995|72+6|
1.E69996|72+6|
1.E69997|72+7|
1.E69998|72+7|
1.E69999|72+7|
1.E6999A|72+7|
1.E6999B|72+7|
1.E6999C|72+7|
1.E6999D|72+7|
1.E6999E|72+7|
1.E6999F|72+7|
1.E699A0|72+7|
1.E699A1|72+7|
1.E699A2|72+7|
1.E699A3|72+7|
1.E699A4|72+7|
1.E699A5|72+7|
1.E699A6|72+7|
1.E699A7|72+7|
1.E699A8|72+7|
1.E699A9|72+8|
1.E699AA|72+8|
1.E699AB|72+8|
1.E699AC|72+8|
1.E699AD|72+8|
1.E699AE|72+8|
1.E699AF|72+8|
1.E699B0|72+8|
1.E699B1|72+8|
1.E699B2|72+8|
1.E699B3|72+8|
1.E699B4|72+8|
1.E699B5|72+8|
1.E699B6|72+8|
1.E699B7|72+8|
1.E699B8|72+8|
1.E699B9|72+8|
1.E699BA|72+8|
1.E699BB|72+8|
1.E699BC|72+8|
1.E699BD|72+8|
1.E699BE|72+8|
1.E699BF|72+8|
1.E69A80|72+8|
1.E69A81|72+8|
1.E69A82|72+8|
1.E69A83|72+8|
1.E69A84|72+9|
1.E69A85|72+9|
1.E69A86|72+9|
1.E69A87|72+9|
1.E69A88|72+9|
1.E69A89|72+9|
1.E69A8A|72+9|
1.E69A8B|72+9|
